model,provider,prompt_id,run_id,niche,source,rank,institution_raw,justification,family,framing,scope,institution_normalized,match_score,baseline_rank,rank_difference_vs_baseline
gpt-5.4,openai,SE_SALIENCE,run01,se,mention,8,University of Toronto,"Frequently associated with influential software engineering research, especially in empirical methods, developer tools, and software quality.",salience,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,5
gpt-5.4,openai,SE_SALIENCE,run01,se,mention,9,University of Illinois Urbana-Champaign,"Has a strong history in programming languages, systems, formal methods, and software engineering research with broad impact.",salience,neutral,open,Univ. of Illinois at Urbana-Champaign,100.0,3,6
gpt-5.4,openai,SE_SALIENCE,run01,se,mention,10,"University of California, Irvine","Often noted for software engineering research, particularly in collaboration, requirements, socio-technical aspects, and software process.",salience,neutral,open,Purdue University,85.5,4,6
gpt-5.4,openai,SE_SALIENCE,run01,se,mention,11,North Carolina State University,"Known for active and influential work in software analytics, testing, mining software repositories, and empirical software engineering.",salience,neutral,open,North Carolina State University,100.0,5,6
gpt-5.4,openai,SE_SALIENCE,run01,se,mention,13,National University of Singapore,"Has a strong international presence in software engineering research, including testing, analysis, security, and dependable software.",salience,neutral,open,Purdue University,85.5,4,9
gpt-5.4,openai,SE_SALIENCE,run01,se,mention,14,University of Texas at Austin,"Known for influential work in programming languages, formal methods, systems, and software engineering-related tooling and analysis.",salience,neutral,open,University of Texas at Austin,100.0,32,-18
gpt-5.4,openai,VIS_RANK_A,run01,vision,mention,1,Stanford University,"Stanford has been one of the most consistently influential centers in computer vision across foundational theory, recognition, 3D vision, robotics, and large-scale visual learning. Its faculty, alumni, benchmark contributions, and startup spillover have had outsized impact on the field.",rank,neutral,open,Stanford University,100.0,5,-4
gpt-5.4,openai,VIS_RANK_A,run01,vision,mention,2,Massachusetts Institute of Technology,"MIT CSAIL has produced major advances in vision, perception, scene understanding, graphics-vision intersections, and embodied AI. Its long historical role and broad interdisciplinary influence make it one of the field's most important institutions.",rank,neutral,open,Massachusetts Inst. of Technology,100.0,6,-4
gpt-5.4,openai,VIS_RANK_A,run01,vision,mention,3,"University of California, Berkeley","Berkeley has been highly influential in visual recognition, 3D perception, robotics, self-supervised learning, and multimodal AI. Its faculty and alumni have shaped both academic computer vision and industrial research directions.",rank,neutral,open,Stanford University,85.5,5,-2
gpt-5.4,openai,VIS_RANK_A,run01,vision,mention,4,Carnegie Mellon University,"CMU has a deep legacy in computer vision, especially in robotics, autonomous systems, motion analysis, and perception. Its Robotics Institute has been a major training ground for influential vision researchers for decades.",rank,neutral,open,Carnegie Mellon University,100.0,1,3
gpt-5.4,openai,VIS_RANK_A,run01,vision,mention,5,University of Oxford,"Oxford's VGG is one of the most recognizable and impactful vision groups globally, known for major contributions to image recognition, local features, geometry, video understanding, and widely used model architectures.",rank,neutral,open,Univ. of California - San Diego,85.5,2,3
gpt-5.4,openai,VIS_RANK_A,run01,vision,mention,10,Tsinghua University,"Tsinghua is one of the most influential institutions in Asia for computer vision, with strong output in recognition, detection, video understanding, multimodal learning, and large-scale AI systems.",rank,neutral,open,University of Central Florida,85.5,9,1
gpt-5.4,openai,VIS_RANK_A,run01,vision,mention,11,University of Toronto,"Toronto has been highly influential through deep learning's rise and its downstream impact on computer vision, including representation learning, generative models, and visual recognition. Its researchers helped shape the modern deep vision era.",rank,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,8
gpt-5.4,openai,VIS_RANK_A,run01,vision,mention,12,Chinese Academy of Sciences,"CAS has long been a major force in Chinese computer vision research, with broad contributions across pattern recognition, face analysis, video understanding, and large-scale academic output.",rank,neutral,open,University of Utah,85.5,46,-34
gpt-5.4,openai,VIS_RANK_A,run01,vision,mention,13,University of Illinois Urbana-Champaign,"UIUC has a strong historical and ongoing presence in computer vision, spanning image understanding, geometry, recognition, and learning-based perception. Its faculty have had notable influence on the academic field.",rank,neutral,open,Univ. of Illinois at Urbana-Champaign,100.0,3,10
gpt-5.4,openai,VIS_RANK_A,run01,vision,mention,15,"University of California, San Diego","UC San Diego has had sustained influence in visual recognition, computational photography, medical imaging, and robotics-related perception, with a strong academic footprint in the broader vision community.",rank,neutral,open,Stanford University,85.5,5,10
gpt-5.4,openai,VIS_RANK_B,run01,vision,mention,3,Stanford University,"Stanford consistently produces highly cited work in 3D vision, robotics vision, medical imaging, multimodal learning, and foundation models, and has a long record of shaping the field through faculty, students, and startups.",rank,neutral,open,Stanford University,100.0,5,-2
gpt-5.4,openai,VIS_RANK_B,run01,vision,mention,4,Massachusetts Institute of Technology,"MIT remains one of the strongest academic centers in computer vision, with influential work spanning scene understanding, graphics-vision intersections, embodied perception, computational imaging, and learning-based vision.",rank,neutral,open,Massachusetts Inst. of Technology,100.0,6,-2
gpt-5.4,openai,VIS_RANK_B,run01,vision,mention,5,Carnegie Mellon University,"CMU has exceptional depth in computer vision, especially in robotics, autonomous systems, 3D perception, video analysis, and multimodal learning, and has been a historic leader in the field for decades.",rank,neutral,open,Carnegie Mellon University,100.0,1,4
gpt-5.4,openai,VIS_RANK_B,run01,vision,mention,6,"University of California, Berkeley","Berkeley is a major center for visual learning, embodied AI, 3D perception, generative modeling, and robotics-related vision, with strong influence through both publications and open-source research.",rank,neutral,open,Stanford University,85.5,5,1
gpt-5.4,openai,VIS_RANK_B,run01,vision,mention,8,Tsinghua University,"Tsinghua is one of the strongest institutions in Asia for computer vision, with major output in recognition, detection, segmentation, multimodal learning, and efficient architectures, and frequent top-tier conference presence.",rank,neutral,open,University of Central Florida,85.5,9,-1
gpt-5.4,openai,VIS_RANK_B,run01,vision,mention,9,University of Oxford,"Oxford's VGG has been one of the most influential academic vision groups globally, especially in recognition, video understanding, 3D vision, and representation learning, with a long history of landmark contributions.",rank,neutral,open,Univ. of California - San Diego,85.5,2,7
gpt-5.4,openai,VIS_RANK_B,run01,vision,mention,11,Peking University,"Peking University has strong and growing influence in computer vision, including image understanding, multimodal learning, computational photography, and representation learning, with substantial top-conference output.",rank,neutral,open,Carnegie Mellon University,85.5,1,10
gpt-5.4,openai,VIS_RANK_B,run01,vision,mention,13,University of Toronto,"The University of Toronto remains a major center for machine learning and vision, with influential work in deep visual recognition, generative modeling, medical imaging, and multimodal methods.",rank,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,10
gpt-5.4,openai,VIS_RANK_B,run01,vision,mention,14,Chinese University of Hong Kong,"CUHK has been a major contributor to modern computer vision through strong publication output, influential open-source ecosystems, and impactful work in detection, segmentation, tracking, and multimodal perception.",rank,neutral,open,Stanford University,85.5,5,9
gpt-5.4,openai,VIS_RANK_DEBIAS,run01,vision,mention,4,Stanford University,"Stanford has been one of the most influential academic centers in computer vision for decades, with major contributions to recognition, 3D reconstruction, robotics vision, medical imaging, and large-scale datasets. Its alumni and faculty have had outsized impact on the field’s direction.",rank,debiased,open,Stanford University,100.0,5,-1
gpt-5.4,openai,VIS_RANK_DEBIAS,run01,vision,mention,5,Massachusetts Institute of Technology,"MIT has produced influential work across core vision, computational imaging, scene understanding, graphics-vision intersections, and embodied perception. Its research output is consistently strong and often foundational.",rank,debiased,open,Massachusetts Inst. of Technology,100.0,6,-1
gpt-5.4,openai,VIS_RANK_DEBIAS,run01,vision,mention,6,Carnegie Mellon University,"CMU is one of the deepest and most historically important academic institutions in computer vision, especially in recognition, tracking, autonomous systems, 3D perception, and robotics-related vision. Its publication record and long-term influence are substantial.",rank,debiased,open,Carnegie Mellon University,100.0,1,5
gpt-5.4,openai,VIS_RANK_DEBIAS,run01,vision,mention,7,"University of California, Berkeley","Berkeley has had major impact in visual recognition, segmentation, self-supervised learning, multimodal learning, and embodied vision. Its work is highly visible at top conferences and often drives new methodological trends.",rank,debiased,open,Stanford University,85.5,5,2
gpt-5.4,openai,VIS_RANK_DEBIAS,run01,vision,mention,8,University of Oxford,"Oxford’s VGG is one of the most influential academic vision groups globally, known for landmark contributions to image recognition, localization, video understanding, and representation learning. Its papers, models, and datasets have had very high citation impact.",rank,debiased,open,Univ. of California - San Diego,85.5,2,6
gpt-5.4,openai,VIS_RANK_DEBIAS,run01,vision,mention,9,Tsinghua University,"Tsinghua has become one of the strongest university contributors to computer vision by publication volume and competitive impact, especially in recognition, detection, segmentation, video understanding, and multimodal vision.",rank,debiased,open,University of Central Florida,85.5,9,0
gpt-5.4,openai,VIS_RANK_DEBIAS,run01,vision,mention,10,Chinese Academy of Sciences,"CAS has a very large and influential footprint in computer vision, with strong output in face recognition, pattern recognition, video analysis, detection, and broader visual intelligence. Its scale and sustained publication impact are major factors.",rank,debiased,open,University of Utah,85.5,46,-36
gpt-5.4,openai,VIS_RANK_DEBIAS,run01,vision,mention,13,University of Toronto,"Toronto has had major influence on deep learning-driven computer vision, including representation learning and recognition. Its role in the deep learning era gives it substantial impact in the field despite overlap with broader AI contributions.",rank,debiased,open,Univ. of Illinois at Urbana-Champaign,85.5,3,10
gpt-5.4,openai,VIS_RANK_DEBIAS,run01,vision,mention,14,Seoul National University,"Seoul National University has built a strong record in recognition, segmentation, low-level vision, and efficient vision models, with frequent top-tier publications and growing international influence.",rank,debiased,open,Brown University,85.5,33,-19
gpt-5.4,openai,VIS_RANK_DEBIAS,run01,vision,mention,15,University of Illinois Urbana-Champaign,"UIUC has a long and influential history in computer vision, spanning image understanding, geometry, recognition, and computational imaging. Its historical and ongoing research impact keeps it among the strongest institutions in the field.",rank,debiased,open,Univ. of Illinois at Urbana-Champaign,100.0,3,12
gpt-5.4,openai,VIS_RANK_US,run01,vision,mention,1,Carnegie Mellon University,"CMU has been one of the most historically influential U.S. centers for computer vision, with major contributions spanning 3D vision, recognition, robotics vision, autonomous systems, and foundational methods. Its scale, depth of faculty, and long-running vision culture make it a top choice.",rank,neutral,us,Carnegie Mellon University,100.0,1,0
gpt-5.4,openai,VIS_RANK_US,run01,vision,mention,2,Stanford University,"Stanford has had outsized influence in visual recognition, 3D scene understanding, vision-and-language, medical imaging, and large-scale datasets. Its role in shaping modern deep learning-era computer vision is especially significant.",rank,neutral,us,Stanford University,100.0,5,-3
gpt-5.4,openai,VIS_RANK_US,run01,vision,mention,3,"University of California, Berkeley","UC Berkeley is a leading U.S. hub for computer vision, with strong impact in recognition, generative modeling, 3D perception, robotics vision, and self-supervised learning. Its faculty and alumni have had broad influence across academia and industry.",rank,neutral,us,Stanford University,85.5,5,-2
gpt-5.4,openai,VIS_RANK_US,run01,vision,mention,4,Massachusetts Institute of Technology,"MIT has long been central to computer vision research, contributing to geometry, scene understanding, graphics-vision intersections, learning-based perception, and embodied AI. Its historical and ongoing influence remains very high.",rank,neutral,us,Massachusetts Inst. of Technology,100.0,6,-2
gpt-5.4,openai,VIS_RANK_US,run01,vision,mention,5,University of Illinois Urbana-Champaign,"UIUC has a strong legacy in computer vision, especially in image understanding, object recognition, geometry, and learning-based vision. It has produced influential faculty, students, and widely cited work over many years.",rank,neutral,us,Univ. of Illinois at Urbana-Champaign,100.0,3,2
gpt-5.4,openai,VIS_RANK_US,run01,vision,mention,6,Cornell University,"Cornell has been highly influential in recognition, 3D perception, robotics vision, and vision-language intersections. Its work has consistently appeared at top venues and shaped several important subareas.",rank,neutral,us,Cornell University,100.0,11,-5
gpt-5.4,openai,VIS_RANK_US,run01,vision,mention,7,Georgia Institute of Technology,"Georgia Tech has a strong and sustained presence in computer vision, including activity recognition, tracking, perception for robotics, and multimodal learning. Its faculty have had notable impact in both foundational and applied vision.",rank,neutral,us,Georgia Institute of Technology,100.0,18,-11
gpt-5.4,openai,VIS_RANK_US,run01,vision,mention,8,University of Michigan,"The University of Michigan is a major U.S. center for vision research, with strengths in 3D perception, autonomous systems, medical imaging, and learning-based visual understanding. Its influence has grown substantially in recent years.",rank,neutral,us,University of Michigan,100.0,27,-19
gpt-5.4,openai,VIS_RANK_US,run01,vision,mention,9,"University of California, San Diego","UC San Diego has a long and respected history in computer vision, especially in visual recognition, computational photography, graphics-vision overlap, and perception. It remains a prominent contributor to top-tier vision research.",rank,neutral,us,Stanford University,85.5,5,4
gpt-5.4,openai,VIS_RANK_US,run01,vision,mention,10,University of Washington,"The University of Washington has produced influential work in vision, graphics, human-centered AI, and computational photography. Its contributions to visual computing and learning-based perception are widely recognized.",rank,neutral,us,University of Washington,100.0,22,-12
gpt-5.4,openai,VIS_RANK_US,run01,vision,mention,11,"University of California, Los Angeles","UCLA has a strong tradition in computer vision, including motion analysis, recognition, medical imaging, and visual learning. Its historical contributions and continued publication record justify a place among the top U.S. institutions.",rank,neutral,us,Univ. of California - Los Angeles,85.71428571428572,32,-21
gpt-5.4,openai,VIS_RANK_US,run01,vision,mention,12,"University of Maryland, College Park","UMD has been influential in classical and modern computer vision, including tracking, recognition, video understanding, and robotics-related perception. It has a long-standing reputation in the field.",rank,neutral,us,Stanford University,85.5,5,7
gpt-5.4,openai,VIS_RANK_US,run01,vision,mention,13,Columbia University,"Columbia has made important contributions to image-based modeling, recognition, computational imaging, and visual learning. Its faculty have played visible roles in shaping several vision subfields.",rank,neutral,us,Columbia University,100.0,24,-11
gpt-5.4,openai,VIS_RANK_US,run01,vision,mention,14,University of Texas at Austin,"UT Austin is highly regarded for work in visual recognition, embodied perception, robotics vision, and multimodal learning. Its influence has been especially notable through strong faculty and top-conference output.",rank,neutral,us,University of Texas at Austin,100.0,10,4
gpt-5.4,openai,VIS_RANK_US,run01,vision,mention,15,Princeton University,"Princeton has had meaningful influence in geometry, scene understanding, graphics-vision intersections, and learning-based perception. While smaller in scale than some peers, its research quality is consistently high.",rank,neutral,us,Princeton University,100.0,19,-4
gpt-5.4,openai,VIS_SALIENCE,run01,vision,mention,1,Massachusetts Institute of Technology,"MIT CSAIL has long been influential in computer vision, spanning recognition, scene understanding, robotics, and vision-language research.",salience,neutral,open,Massachusetts Inst. of Technology,100.0,6,-5
gpt-5.4,openai,VIS_SALIENCE,run01,vision,mention,2,Stanford University,"Stanford is widely recognized for major contributions to visual recognition, 3D vision, autonomous systems, and vision-language methods.",salience,neutral,open,Stanford University,100.0,5,-3
gpt-5.4,openai,VIS_SALIENCE,run01,vision,mention,3,Carnegie Mellon University,"CMU has been a major center for computer vision for decades, especially in robotics, perception, tracking, and autonomous driving.",salience,neutral,open,Carnegie Mellon University,100.0,1,2
gpt-5.4,openai,VIS_SALIENCE,run01,vision,mention,4,"University of California, Berkeley","UC Berkeley is prominent in visual perception, embodied AI, 3D understanding, and learning-based vision.",salience,neutral,open,Stanford University,85.5,5,-1
gpt-5.4,openai,VIS_SALIENCE,run01,vision,mention,5,University of Oxford,"Oxford's VGG is one of the best-known academic groups in computer vision, with influential work in recognition, geometry, and deep learning.",salience,neutral,open,Univ. of California - San Diego,85.5,2,3
gpt-5.4,openai,VIS_SALIENCE,run01,vision,mention,6,University of Toronto,"The University of Toronto has played an important role in modern deep learning and computer vision, including image recognition and representation learning.",salience,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,3
gpt-5.4,openai,VIS_SALIENCE,run01,vision,mention,8,"University of California, San Diego","UC San Diego is well known for computer vision research in perception, medical imaging, robotics, and visual learning.",salience,neutral,open,Stanford University,85.5,5,3
gpt-5.4,openai,VIS_SALIENCE,run01,vision,mention,9,Georgia Institute of Technology,"Georgia Tech has a strong reputation in vision, robotics, egocentric perception, and embodied intelligence.",salience,neutral,open,Georgia Institute of Technology,100.0,18,-9
gpt-5.4,openai,VIS_SALIENCE,run01,vision,mention,10,University of Washington,"The University of Washington has produced influential work in visual recognition, computational photography, and vision for human-centered applications.",salience,neutral,open,University of Washington,100.0,22,-12
gpt-5.4,openai,VIS_SALIENCE,run01,vision,mention,11,Tsinghua University,"Tsinghua is widely recognized for strong research in visual recognition, multimodal learning, and intelligent perception.",salience,neutral,open,University of Central Florida,85.5,9,2
gpt-5.4,openai,VIS_SALIENCE,run01,vision,mention,12,Peking University,"Peking University is an important contributor to computer vision research, including recognition, video understanding, and machine learning.",salience,neutral,open,Carnegie Mellon University,85.5,1,11
gpt-5.4,openai,VIS_SALIENCE,run01,vision,mention,13,Chinese University of Hong Kong,"CUHK is especially well known in computer vision through MMLab and related groups working on detection, segmentation, tracking, and generative vision.",salience,neutral,open,Stanford University,85.5,5,8
gpt-5.4,openai,VIS_SALIENCE,run01,vision,mention,14,National University of Singapore,"NUS has a strong international presence in computer vision, including 3D vision, video analytics, and visual learning.",salience,neutral,open,Stanford University,85.5,5,9
qwen2.5:3b,ollama,SE_RANK_A,v2run01,se,mention,1,"University of California, Berkeley",Berkeley has a long history in software engineering research and is home to influential researchers such as David Patterson.,rank,neutral,open,Purdue University,85.5,4,-3
qwen2.5:3b,ollama,SE_RANK_A,v2run01,se,mention,2,Stanford University,"Stanford's Computer Science Department is highly regarded for its contributions to software engineering, including the development of programming languages and tools.",rank,neutral,open,North Carolina State University,85.5,5,-3
qwen2.5:3b,ollama,SE_RANK_A,v2run01,se,mention,3,Massachusetts Institute of Technology (MIT),"MIT has a strong tradition in computer science research, with notable work on software engineering methodologies and systems.",rank,neutral,open,Univ. of California - Irvine,85.5,2,1
qwen2.5:3b,ollama,SE_RANK_A,v2run01,se,mention,4,Carnegie Mellon University,"CMU is renowned for its Software Engineering Institute (SEI), which conducts extensive research in software development practices, tools, and processes.",rank,neutral,open,Carnegie Mellon University,100.0,1,3
qwen2.5:3b,ollama,SE_RANK_A,v2run01,se,mention,5,University of Cambridge,Cambridge's Computer Laboratory has made significant contributions to the field through its researchers and publications.,rank,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,2
qwen2.5:3b,ollama,SE_RANK_A,v2run01,se,mention,6,ETH Zurich (Swiss Federal Institute of Technology),"ETH Zurich is a leading institution in software engineering research, particularly known for its work on programming languages and systems.",rank,neutral,open,Univ. of California - Irvine,85.5,2,4
qwen2.5:3b,ollama,SE_RANK_A,v2run01,se,mention,7,University of Illinois at Urbana-Champaign,"UIUC has been influential in the development of software engineering methodologies and tools, such as the Unified Process (UP).",rank,neutral,open,Univ. of Illinois at Urbana-Champaign,91.13924050632912,3,4
qwen2.5:3b,ollama,SE_RANK_A,v2run01,se,mention,8,University of Southern California (USC),USC's Information Sciences Institute has contributed to various aspects of software engineering research.,rank,neutral,open,University of Southern California,95.0,7,1
qwen2.5:3b,ollama,SE_RANK_A,v2run01,se,mention,9,University of Washington,The University of Washington is known for its contributions in areas such as software architecture and design patterns.,rank,neutral,open,University of Washington,100.0,32,-23
qwen2.5:3b,ollama,SE_RANK_A,v2run01,se,mention,10,Georgia Institute of Technology (Georgia Tech),"Georgia Tech has a strong presence in software engineering research, including work on software development processes and tools.",rank,neutral,open,Georgia Institute of Technology,95.0,30,-20
qwen2.5:3b,ollama,SE_RANK_A,v2run01,se,mention,11,University of Toronto,"The University of Toronto is known for its contributions to software engineering education and research, particularly in the areas of software architecture and design patterns.",rank,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,8
qwen2.5:3b,ollama,SE_RANK_A,v2run01,se,mention,12,"University of California, Los Angeles (UCLA)",UCLA has a strong computer science department with notable contributions to software engineering research.,rank,neutral,open,Carnegie Mellon University,85.5,1,11
qwen2.5:3b,ollama,SE_RANK_A,v2run01,se,mention,13,University of Edinburgh,"The University of Edinburgh is known for its work in software engineering, including the development of programming languages and tools.",rank,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,10
qwen2.5:3b,ollama,SE_RANK_A,v2run01,se,mention,14,"University of California, San Diego (UCSD)","UCSD has made significant contributions to software engineering research, particularly in areas such as software architecture and design patterns.",rank,neutral,open,Carnegie Mellon University,85.5,1,13
qwen2.5:3b,ollama,SE_RANK_A,v2run01,se,mention,15,National University of Singapore (NUS),,rank,neutral,open,Purdue University,85.5,4,11
qwen2.5:3b,ollama,SE_RANK_B,v2run01,se,mention,1,University of Southern California (USC),"The Information Sciences Institute at USC is a leading institution in software engineering research, known for its contributions to areas such as cybersecurity and distributed systems.",rank,neutral,open,University of Southern California,95.0,7,-6
qwen2.5:3b,ollama,SE_RANK_B,v2run01,se,mention,2,"University of California, Berkeley (UCB)","The University of California, Berkeley is a prominent institution with strong research in software engineering, particularly in areas like computer security and distributed systems.",rank,neutral,open,Carnegie Mellon University,85.5,1,1
qwen2.5:3b,ollama,SE_RANK_B,v2run01,se,mention,3,Massachusetts Institute of Technology (MIT),"MIT's CSAIL is a leading institution for software engineering research, known for its work in areas such as cybersecurity, distributed systems, and artificial intelligence.",rank,neutral,open,Univ. of California - Irvine,85.5,2,1
qwen2.5:3b,ollama,SE_RANK_B,v2run01,se,mention,4,Stanford University,"The Computer Science Department at Stanford is a strong institution with significant contributions to software engineering research, including cybersecurity and distributed systems.",rank,neutral,open,North Carolina State University,85.5,5,-1
qwen2.5:3b,ollama,SE_RANK_B,v2run01,se,mention,5,Carnegie Mellon University (CMU),"The Software Engineering Institute at CMU is a leading institution in software engineering research, known for its work on cybersecurity and software reliability.",rank,neutral,open,Carnegie Mellon University,95.0,1,4
qwen2.5:3b,ollama,SE_RANK_B,v2run01,se,mention,6,University of Cambridge (UCam),"The Department of Computer Science at UCam is a strong institution with significant contributions to software engineering research, including cybersecurity and distributed systems.",rank,neutral,open,Purdue University,85.5,4,2
qwen2.5:3b,ollama,SE_RANK_B,v2run01,se,mention,7,ETH Zurich (Swiss Federal Institute of Technology),"The Institute for Information Processing at ETH Zurich is a leading institution in software engineering research, known for its work on cybersecurity and distributed systems.",rank,neutral,open,Univ. of California - Irvine,85.5,2,5
qwen2.5:3b,ollama,SE_RANK_B,v2run01,se,mention,8,University of Illinois at Urbana-Champaign (UIUC),"The Department of Computer Science at UIUC is a strong institution with significant contributions to software engineering research, including cybersecurity and distributed systems.",rank,neutral,open,Univ. of Illinois at Urbana-Champaign,86.61764705882352,3,5
qwen2.5:3b,ollama,SE_RANK_B,v2run01,se,mention,9,University of Washington (UW),"The Department of Computer Science & Engineering at UW is a strong institution with significant contributions to software engineering research, including cybersecurity and distributed systems.",rank,neutral,open,University of Washington,95.0,32,-23
qwen2.5:3b,ollama,SE_RANK_B,v2run01,se,mention,10,University of Texas at Austin (UTA),"The Department of Computer Sciences at UTA is a strong institution with significant contributions to software engineering research, including cybersecurity and distributed systems.",rank,neutral,open,University of Texas at Austin,95.0,32,-22
qwen2.5:3b,ollama,SE_RANK_B,v2run01,se,mention,11,University of Illinois at Chicago (UIC),"The Department of Computer Science at UIC is a strong institution with significant contributions to software engineering research, including cybersecurity and distributed systems.",rank,neutral,open,Carnegie Mellon University,85.5,1,10
qwen2.5:3b,ollama,SE_RANK_B,v2run01,se,mention,12,"University of California, Los Angeles (UCLA)","The Department of Computer Science at UCLA is a strong institution with significant contributions to software engineering research, including cybersecurity and distributed systems.",rank,neutral,open,Carnegie Mellon University,85.5,1,11
qwen2.5:3b,ollama,SE_RANK_B,v2run01,se,mention,13,"University of California, Santa Barbara (UCSB)","The Department of Computer Science at UCSB is a strong institution with significant contributions to software engineering research, including cybersecurity and distributed systems.",rank,neutral,open,Carnegie Mellon University,85.5,1,12
qwen2.5:3b,ollama,SE_RANK_B,v2run01,se,mention,14,"University of California, Irvine (UCI)","The Department of Computer Science at UCI is a strong institution with significant contributions to software engineering research, including cybersecurity and distributed systems.",rank,neutral,open,Purdue University,85.5,4,10
qwen2.5:3b,ollama,SE_RANK_B,v2run01,se,mention,15,Georgia Institute of Technology (Georgia Tech),"The School of Computing at Georgia Tech is a strong institution with significant contributions to software engineering research, including cybersecurity and distributed systems.",rank,neutral,open,Georgia Institute of Technology,95.0,30,-15
qwen2.5:3b,ollama,SE_RANK_DEBIAS,v2run01,se,mention,1,"University of California, Berkeley","Berkeley has a long history and significant contributions to software engineering research, with notable researchers like David Patterson and John Hennessy.",rank,debiased,open,Purdue University,85.5,4,-3
qwen2.5:3b,ollama,SE_RANK_DEBIAS,v2run01,se,mention,2,Massachusetts Institute of Technology (MIT),"MIT is renowned for its Computer Science and Artificial Intelligence Laboratory (CSAIL), which has made substantial contributions to software engineering research over decades.",rank,debiased,open,Univ. of California - Irvine,85.5,2,0
qwen2.5:3b,ollama,SE_RANK_DEBIAS,v2run01,se,mention,3,Stanford University,"Stanford's Department of Computer Science is highly regarded for its research in software engineering, with notable researchers like David Ungar and Michael Stone.",rank,debiased,open,North Carolina State University,85.5,5,-2
qwen2.5:3b,ollama,SE_RANK_DEBIAS,v2run01,se,mention,4,Carnegie Mellon University (CMU),"CMU's Software Engineering Institute is a leading institution for software engineering research, with significant contributions to the field over many years.",rank,debiased,open,Carnegie Mellon University,95.0,1,3
qwen2.5:3b,ollama,SE_RANK_DEBIAS,v2run01,se,mention,5,University of Illinois at Urbana-Champaign (UIUC),"UIUC has been influential in software engineering research through its Computer Science Department, with notable researchers like David Gelernter and Michael Stone.",rank,debiased,open,Univ. of Illinois at Urbana-Champaign,86.61764705882352,3,2
qwen2.5:3b,ollama,SE_RANK_DEBIAS,v2run01,se,mention,6,University of Washington,"The University of Washington's Department of Computer Science & Engineering has made significant contributions to software engineering research, with notable researchers like David Ungar and Michael Stone.",rank,debiased,open,University of Washington,100.0,32,-26
qwen2.5:3b,ollama,SE_RANK_DEBIAS,v2run01,se,mention,7,University of Southern California (USC),"USC's Computer Science Department is a leading institution for software engineering research, with contributions from researchers like David Ungar and Michael Stone.",rank,debiased,open,University of Southern California,95.0,7,0
qwen2.5:3b,ollama,SE_RANK_DEBIAS,v2run01,se,mention,8,University of Texas at Austin,"The University of Texas at Austin's Computer Science Department has made significant contributions to software engineering research, with notable researchers like David Ungar and Michael Stone.",rank,debiased,open,University of Texas at Austin,100.0,32,-24
qwen2.5:3b,ollama,SE_RANK_DEBIAS,v2run01,se,mention,9,"University of California, Los Angeles (UCLA)","UCLA's Computer Science Department has been influential in software engineering research over many years, with contributions from researchers like David Ungar and Michael Stone.",rank,debiased,open,Carnegie Mellon University,85.5,1,8
qwen2.5:3b,ollama,SE_RANK_DEBIAS,v2run01,se,mention,10,"University of California, San Diego (UCSD)","UCSD's Computer Science Department has made significant contributions to software engineering research, with notable researchers like David Ungar and Michael Stone.",rank,debiased,open,Carnegie Mellon University,85.5,1,9
qwen2.5:3b,ollama,SE_RANK_DEBIAS,v2run01,se,mention,11,University of Toronto,"The University of Toronto's Department of Computer Science is a leading institution for software engineering research, with contributions from researchers like David Ungar and Michael Stone.",rank,debiased,open,Univ. of Illinois at Urbana-Champaign,85.5,3,8
qwen2.5:3b,ollama,SE_RANK_DEBIAS,v2run01,se,mention,12,"University of California, Irvine (UCI)","UCI's Computer Science Department has made significant contributions to software engineering research, with notable researchers like David Ungar and Michael Stone.",rank,debiased,open,Purdue University,85.5,4,8
qwen2.5:3b,ollama,SE_RANK_DEBIAS,v2run01,se,mention,13,"University of California, Davis (UCD)","UCD's Computer Science Department has been influential in software engineering research over many years, with contributions from researchers like David Ungar and Michael Stone.",rank,debiased,open,Purdue University,85.5,4,9
qwen2.5:3b,ollama,SE_RANK_DEBIAS,v2run01,se,mention,14,"University of California, Santa Barbara (UCSB)","UCSB's Computer Science Department has made significant contributions to software engineering research, with notable researchers like David Ungar and Michael Stone.",rank,debiased,open,Carnegie Mellon University,85.5,1,13
qwen2.5:3b,ollama,SE_RANK_DEBIAS,v2run01,se,mention,15,"University of California, Santa Cruz (UCSC)","UCSC's Computer Science Department has been influential in software engineering research over many years, with contributions from researchers like David Ungar and Michael Stone.",rank,debiased,open,Carnegie Mellon University,85.5,1,14
qwen2.5:3b,ollama,SE_RANK_US,v2run01,se,mention,1,Massachusetts Institute of Technology (MIT),"MIT is consistently ranked as one of the top institutions for software engineering research, with a strong focus on AI and computer science.",rank,neutral,us,Univ. of California - Irvine,85.5,2,-1
qwen2.5:3b,ollama,SE_RANK_US,v2run01,se,mention,2,Stanford University,Stanford has a robust CS department known for its contributions to software engineering research and innovation.,rank,neutral,us,North Carolina State University,85.5,5,-3
